date,open,high,low,close,volume,average,barCount,hours,minutes,hours + minutes,Day_of_week,Resistance,Support,RSI,macd,macdsignal,macdhist,macd - macdsignal,MA_9,MA_26,MA_200,EMA_9,EMA_26,EMA_21,derv_1,EMA_50,EMA_200,ATR,roll_max_cp,roll_min_cp,roll_max_vol,vol/max_vol,EMA_9-EMA_26,EMA_200-EMA_50,B_upper,B_middle,B_lower,ES_C_close,ES_P_close
2020-10-27 01:29:00,3400.75,3400.75,3400.25,3400.25,94.0,3400.55,39.0,1.0,29.0,129.0,1.0,3444.3359030837005,3385.5674968606113,40.84626951956301,-0.21681923488677057,-0.2012837111151669,-0.015535523771603665,-0.015535523771603665,3400.8611111111113,3401.0865384615386,3398.23375,3400.7981177396928,3401.068472450916,3401.0074970510973,-0.198326491430862,3400.951229382338,3398.3027816287563,0.7310656622411021,3402.0,3399.5,275.0,0.3418181818181818,-0.2703547112232627,-2.648447753581877,3401.577781678227,3400.8995486792555,3400.221315680284,114.375,9.0
2020-10-27 01:30:00,3400.25,3400.5,3399.5,3399.5,234.0,3399.85,90.0,1.0,30.0,130.0,1.0,3444.291727851199,3385.5175805776475,35.02971746183077,-0.3085827389941187,-0.22274351669095727,-0.08583922230316143,-0.08583922230316143,3400.75,3401.019230769231,3398.24875,3400.538494191754,3400.9522893064036,3400.870451864634,-0.28366119314478055,3400.894318426168,3398.314694249366,0.7502752577953091,3402.0,3399.5,275.0,0.850909090909091,-0.41379511464947427,-2.579624176802099,3401.805674355397,3400.665498931605,3399.5253235078126,113.625,9.25
2020-10-27 01:31:00,3399.75,3400.0,3398.75,3399.0,365.0,3399.525,127.0,1.0,31.0,131.0,1.0,3444.247552618698,3385.467664294684,31.780577431784124,-0.4168466497449117,-0.26156414330174815,-0.15528250644316355,-0.15528250644316355,3400.5833333333335,3400.9134615384614,3398.26375,3400.230795353403,3400.807675283707,3400.700410786031,-0.5019289545157335,3400.8200314290634,3398.3215132120586,0.7859698822385014,3402.0,3398.75,365.0,1.0,-0.5768799303036758,-2.4985182170048574,3401.803895988161,3400.3005663510176,3398.797236713874,113.375,9.25
2020-10-27 01:32:00,3399.0,3399.0,3396.0,3396.75,778.0,3397.35,281.0,1.0,32.0,132.0,1.0,3444.2033773861967,3385.4177480117205,21.925211052759536,-0.6764055923590604,-0.3445324331132106,-0.3318731592458498,-0.3318731592458498,3400.0555555555557,3400.75,3398.265,3399.5346362827227,3400.507106744173,3400.3412825327555,-0.6015431636126323,3400.6604223534137,3398.3058762646747,0.9441148906500371,3402.0,3396.0,778.0,1.0,-0.9724704614504844,-2.354546088738971,3402.410930265279,3399.6360428796397,3396.8611554940003,111.5,9.625
2020-10-27 01:33:00,3396.75,3398.0,3396.75,3397.0,245.0,3397.475,120.0,1.0,33.0,133.0,1.0,3444.1592021536953,3385.3678317287568,24.718658551519834,-0.8521123924997482,-0.4460484249905181,-0.40606396750923013,-0.40606396750923013,3399.6111111111113,3400.596153846154,3398.27,3399.027709026178,3400.2473210594194,3400.0375295752324,-0.6312345308901968,3400.51687637877,3398.292882470996,0.9659638270321773,3402.0,3396.0,778.0,0.3149100257069409,-1.2196120332414466,-2.223993907774002,3401.6349022165373,3398.860014830898,3396.0851274452584,111.875,9.625
2020-10-27 01:34:00,3397.0,3397.0,3394.75,3395.25,456.0,3395.6,177.0,1.0,34.0,134.0,1.0,3444.1150269211944,3385.317915445793,19.46780976497598,-1.1196648724680927,-0.580771714486033,-0.5388931579820596,-0.5388931579820596,3398.9444444444443,3400.3653846153848,3398.265,3398.2721672209423,3399.8771491290922,3399.6022996138477,-0.5799876247119755,3400.3103322070538,3398.262605033474,1.0576806965298788,3402.0,3394.75,778.0,0.5861182519280206,-1.6049819081499663,-2.047727173579915,3401.045663683557,3397.931181382599,3394.8166990816408,110.125,10.0
2020-10-27 01:35:00,3394.75,3396.75,3394.75,3396.25,267.0,3395.675,119.0,1.0,35.0,135.0,1.0,3444.070851688693,3385.2679991628297,28.778130021152737,-1.236753967913046,-0.7119681651714356,-0.5247858027416104,-0.5247858027416104,3398.4166666666665,3400.173076923077,3398.265,3397.867733776754,3399.608471415826,3399.2975451034977,-0.4389900997696259,3400.151103493052,3398.242579112743,1.1249892182063161,3401.75,3394.75,778.0,0.34318766066838047,-1.7407376390719946,-1.9085243803087906,3399.581603878429,3397.1198971529266,3394.658190427424,111.125,9.75
2020-10-27 01:36:00,3396.25,3396.25,3395.25,3395.5,143.0,3395.7,76.0,1.0,36.0,136.0,1.0,3444.026676456192,3385.218082879866,26.320403277418762,-1.3742254362200583,-0.8444196193811602,-0.5298058168388982,-0.5298058168388982,3397.8055555555557,3399.9326923076924,3398.26125,3397.394187021403,3399.304140199839,3398.9523137304523,-0.3511920798157462,3399.968707277638,3398.2152897683377,1.116061416905865,3401.75,3394.75,778.0,0.18380462724935734,-1.9099531784358987,-1.7534175093001068,3397.7949790947637,3396.4311609252836,3395.0673427558036,110.5,10.0
2020-10-27 01:37:00,3395.75,3396.5,3395.75,3396.25,210.0,3396.15,86.0,1.0,37.0,137.0,1.0,3443.9825012236906,3385.1681665969027,32.526112744593895,-1.4064412539964906,-0.9568239463042263,-0.44961730769226427,-0.44961730769226427,3397.3055555555557,3399.721153846154,3398.2575,3397.1653496171225,3399.0779075924434,3398.706648845866,-0.180953663852506,3399.8228756196913,3398.1957346462646,1.1077713156983031,3401.75,3394.75,778.0,0.2699228791773779,-1.9125579753208513,-1.6271409734267763,3397.22233785146,3395.9813704872213,3394.7404031229826,111.125,9.75
2020-10-27 01:38:00,3396.0,3397.25,3396.0,3396.5,269.0,3396.675,103.0,1.0,38.0,138.0,1.0,3443.9383259911892,3385.118250313939,34.50630395208751,-1.395710726568268,-1.0446013023570346,-0.35110942421123337,-0.35110942421123337,3396.8888888888887,3399.519230769231,3398.255,3397.032279693698,3398.8869514744847,3398.5060444053324,-0.06976293108209575,3399.69256677186,3398.1788616647095,1.1179305074341386,3401.75,3394.75,778.0,0.34575835475578404,-1.8546717807867026,-1.5137051071505994,3396.748139480807,3395.778603506711,3394.8090675326152,111.375,9.75
2020-10-27 01:39:00,3396.5,3397.75,3396.5,3397.0,230.0,3397.2,85.0,1.0,39.0,139.0,1.0,3443.8941507586883,3385.068334030975,38.40003998346758,-1.331512042952454,-1.1019834504761186,-0.2295285924763355,-0.2295285924763355,3396.6111111111113,3399.3365384615386,3398.25625,3397.0258237549583,3398.7471772911895,3398.369131277575,0.019189655134368877,3399.586975918062,3398.1671316978964,1.1273640426174143,3401.75,3394.75,778.0,0.29562982005141386,-1.7213535362311632,-1.419844220165487,3396.7804442443075,3395.810908274054,3394.8413723038,112.0,9.5
2020-10-27 01:40:00,3397.0,3397.75,3397.0,3397.25,110.0,3397.25,56.0,1.0,40.0,140.0,1.0,3443.849975526187,3385.018417748012,40.310848204905874,-1.246096982650215,-1.1308061569109378,-0.11529082573927729,-0.11529082573927729,3396.4166666666665,3399.1826923076924,3398.255,3397.0706590039667,3398.63627526962,3398.267392070523,0.015351724107631526,3399.495329803628,3398.15800600936,1.1004094681447418,3401.75,3394.75,778.0,0.14138817480719795,-1.5656162656532615,-1.3373237942678315,3397.23812147263,3396.0133766012386,3394.788631729847,112.0,9.5
2020-10-27 01:41:00,3397.25,3397.5,3396.5,3397.0,97.0,3396.95,45.0,1.0,41.0,141.0,1.0,3443.805800293686,3384.968501465048,39.007764202826415,-1.1849188358874017,-1.1416286927062305,-0.04329014318117119,-0.04329014318117119,3396.4444444444443,3399.0,3398.2525,3397.0565272031736,3398.5150696940927,3398.1521746095664,-0.06271862071389478,3399.3974737328977,3398.1464835615056,1.0932373632772603,3401.75,3394.75,778.0,0.12467866323907455,-1.4585424909191715,-1.2509901713920044,3396.9951461339856,3396.2602992168286,3395.5254522996715,111.75,9.5
2020-10-27 01:42:00,3397.0,3397.0,3396.25,3396.5,89.0,3396.6,48.0,1.0,42.0,142.0,1.0,3443.7616250611845,3384.9185851820844,36.46863574677569,-1.1633699307499228,-1.1459769403149689,-0.017392990434953903,-0.017392990434953903,3396.3888888888887,3398.826923076923,3398.24875,3396.945221762539,3398.365805272308,3398.0019769177875,-0.1001748965711613,3399.2838473119996,3398.1301006404956,1.068720408757456,3401.75,3394.75,778.0,0.11439588688946016,-1.4205835097691306,-1.1537466715039955,3397.0301694166733,3396.43016941717,3395.8301694176666,111.375,9.75
2020-10-27 01:43:00,3396.25,3396.75,3396.25,3396.5,88.0,3396.625,36.0,1.0,43.0,143.0,1.0,3443.717449828683,3384.868668899121,36.46863574677568,-1.1332291084254393,-1.143427373937063,0.010198265511623728,0.010198265511623728,3396.527777777778,3398.653846153846,3398.24375,3396.8561774100313,3398.2275974743593,3397.865433561625,-0.005139917256883564,3399.174676829176,3398.113880733625,1.0280975224176376,3401.75,3394.75,778.0,0.11311053984575835,-1.3714200643280492,-1.0607960955508133,3397.116503128083,3396.5165031285796,3395.9165031290763,111.375,9.75
2020-10-27 01:44:00,3396.5,3397.5,3396.5,3397.25,96.0,3397.15,52.0,1.0,44.0,144.0,1.0,3443.673274596182,3384.8187526161573,42.93104102028314,-1.0368711523774437,-1.1221161296251392,0.08524497724769553,0.08524497724769553,3396.6388888888887,3398.519230769231,3398.24125,3396.934941928025,3398.155182846629,3397.809485056023,0.0208880661944022,3399.099199306463,3398.10528490543,1.0260905565306635,3401.75,3394.75,778.0,0.12339331619537275,-1.2202409186038494,-0.9939144010331802,3397.31072607297,3396.632493079491,3395.954260086012,112.0,9.5
2020-10-27 01:45:00,3397.0,3397.25,3396.75,3396.75,124.0,3396.925,61.0,1.0,45.0,145.0,1.0,3443.629099363681,3384.768836333194,40.0091829530998,-0.9894468716856863,-1.0955822780372486,0.10613540635156227,0.10613540635156227,3396.777777777778,3398.394230769231,3398.23875,3396.89795354242,3398.0510952283603,3397.713168232748,0.041710452955385335,3399.0070738434647,3398.0917994834854,0.9885126596356162,3401.5,3394.75,778.0,0.15938303341902313,-1.153141685940227,-0.9152743599793212,3397.3015162792335,3396.71842109946,3396.1353259196867,111.625,9.75
2020-10-27 01:46:00,3396.75,3397.5,3396.5,3397.5,133.0,3396.925,53.0,1.0,46.0,146.0,1.0,3443.58492413118,3384.7189200502303,45.951394781338465,-0.8811862885604569,-1.0527030801418902,0.1715167915814333,0.1715167915814333,3396.9166666666665,3398.2884615384614,3398.2375,3397.018362833936,3398.0102733595927,3397.6937893024983,0.08336836236435374,3398.947972908427,3398.085910931411,0.9893331839473579,3401.0,3394.75,778.0,0.17095115681233933,-0.9919105256567491,-0.8620619770158555,3397.6669489417977,3396.854545103535,3396.0421412652727,111.875,9.5
2020-10-27 01:47:00,3397.5,3397.75,3397.25,3397.25,152.0,3397.475,45.0,1.0,47.0,147.0,1.0,3443.5407488986784,3384.6690037672665,44.373596736707135,-0.8062677543334758,-1.0034160149802074,0.19714826064673163,0.19714826064673163,3397.0,3398.1634615384614,3398.23375,3397.0646902671488,3397.953956814438,3397.653444820453,0.091694689891483,3398.8813857355476,3398.0775934097055,0.9543808136654038,3401.0,3394.75,778.0,0.1953727506426735,-0.8892665472890258,-0.803792325842096,3397.7276518037393,3396.9928048815127,3396.257957959286,112.125,9.5
2020-10-27 01:48:00,3397.25,3398.0,3397.25,3397.75,182.0,3397.8,74.0,1.0,48.0,148.0,1.0,3443.496573666177,3384.6190874843032,48.20415700771956,-0.6984966206305216,-0.9424321361102702,0.24393551547974857,0.24393551547974857,3397.0833333333335,3398.0576923076924,3398.2325,3397.201752213719,3397.938848902257,3397.662222564048,0.1483557519131864,3398.837017667487,3398.074333773788,0.939782184117875,3400.75,3394.75,778.0,0.23393316195372751,-0.7370966885382586,-0.762683893698977,3397.8305964084457,3397.167271452172,3396.503946495898,112.25,9.5
2020-10-27 01:49:00,3397.75,3398.0,3397.5,3398.0,138.0,3397.825,44.0,1.0,49.0,149.0,1.0,3443.452398433676,3384.5691712013395,50.05606236267176,-0.5861574518248744,-0.871177199253191,0.2850197474283166,0.2850197474283166,3397.1666666666665,3397.923076923077,3398.23375,3397.361401770975,3397.9433786132013,3397.69292960368,0.09368460153064007,3398.8041934452326,3398.0735941342477,0.9083691709665981,3400.5,3394.75,778.0,0.17737789203084833,-0.5819768422261404,-0.7305993109848714,3398.240771507873,3397.3805389799563,3396.5203064520397,112.625,9.5
2020-10-27 01:50:00,3398.0,3398.0,3397.0,3397.5,104.0,3397.6,40.0,1.0,50.0,150.0,1.0,3443.4082232011747,3384.5192549183757,46.47694350995121,-0.5313486164150163,-0.8032114826855561,0.2718628662705398,0.2718628662705398,3397.222222222222,3397.7884615384614,3398.23125,3397.38912141678,3397.9105357529643,3397.6753905488,0.024947681224603002,3398.7530486042433,3398.067886729927,0.9149142301832696,3400.0,3394.75,778.0,0.13367609254498714,-0.5214143361840797,-0.6851618743162362,3398.0460899722057,3397.536188022892,3397.0262860735784,112.25,9.5
2020-10-27 01:51:00,3397.5,3398.0,3397.25,3397.5,98.0,3397.575,42.0,1.0,51.0,151.0,1.0,3443.3640479686737,3384.4693386354124,46.47694350995121,-0.48235196626274046,-0.739039579400993,0.2566876131382525,0.2566876131382525,3397.3333333333335,3397.644230769231,3398.23,3397.4112971334243,3397.880125697189,3397.6594459534545,-0.13004185502040855,3398.7039094432926,3398.062236115699,0.9031346423130361,3399.0,3394.75,778.0,0.12596401028277635,-0.46882856376487325,-0.6416733275937077,3398.1319430888907,3397.622041139577,3397.1121391902634,112.25,9.5
2020-10-27 01:52:00,3397.25,3397.5,3395.75,3396.0,265.0,3396.45,89.0,1.0,52.0,152.0,1.0,3443.3198727361723,3384.4194223524487,37.21797172967289,-0.5581255085508019,-0.7028567652309547,0.14473125668015285,0.14473125668015285,3397.277777777778,3397.451923076923,3398.2225,3397.1290377067394,3397.740857127027,3397.508587230413,-0.15403348401650874,3398.5978737788496,3398.0417163533534,0.963625025004962,3398.0,3394.75,456.0,0.581140350877193,-0.6118194202877021,-0.556157425496167,3398.878541774809,3397.4785417744897,3396.0785417741704,111.125,9.75
2020-10-27 01:53:00,3396.25,3397.0,3396.0,3397.0,104.0,3396.75,53.0,1.0,53.0,153.0,1.0,3443.275697503671,3384.369506069485,45.07389808583346,-0.5313597595336432,-0.6685573640914925,0.13719760455784924,0.13719760455784924,3397.25,3397.298076923077,3398.2225,3397.1032301653913,3397.6859788213214,3397.462352027648,0.02677321278679301,3398.535212062032,3398.0313510165042,0.9662232375046076,3398.0,3394.75,456.0,0.22807017543859648,-0.5827486559301178,-0.5038610455276284,3398.6549581574536,3397.298492156764,3395.9420261560745,111.5,9.75
2020-10-27 01:54:00,3397.0,3397.75,3397.0,3397.5,106.0,3397.375,37.0,1.0,54.0,154.0,1.0,3443.23152227117,3384.3195897865216,48.54108589194769,-0.4644480215911244,-0.6277354955914188,0.16328747400029442,0.16328747400029442,3397.3333333333335,3397.173076923077,3398.22375,3397.182584132313,3397.672202612335,3397.4657745705895,0.021418570229570832,3398.4946155105795,3398.0260639417133,0.9507787205399928,3398.0,3394.75,269.0,0.3940520446096654,-0.48961848002181796,-0.4685515688661326,3398.37548362722,3397.2092932485066,3396.043102869793,112.125,9.5
2020-10-27 01:55:00,3397.5,3397.5,3397.0,3397.0,110.0,3397.275,46.0,1.0,55.0,155.0,1.0,3443.1873470386686,3384.269673503558,45.451292038178316,-0.44661748022190295,-0.5915118925175157,0.14489441229561273,0.14489441229561273,3397.277777777778,3397.048076923077,3398.22125,3397.1460673058505,3397.622409826236,3397.4234314278087,-0.1328651438163888,3398.4360031376154,3398.0158543502534,0.9185802405014218,3398.0,3395.25,269.0,0.40892193308550184,-0.47634252038551494,-0.42014878736199535,3398.2441099195566,3397.148664803186,3396.0532196868153,112.0,9.625
2020-10-27 01:56:00,3397.0,3397.0,3395.75,3396.0,89.0,3396.2,41.0,1.0,56.0,156.0,1.0,3443.1431718061676,3384.2197572205946,39.97126624182921,-0.5073301047309542,-0.5746755349602034,0.06734543022924921,0.06734543022924921,3397.1388888888887,3396.9134615384614,3398.21375,3396.91685384468,3397.502231320589,3397.294028570735,-0.206292115053202,3398.340473602807,3397.9957960980123,0.942253080465606,3398.0,3395.75,269.0,0.3308550185873606,-0.5853774759088992,-0.34467750479461756,3398.182536251265,3396.982536249154,3395.7825362470426,111.0,9.75
2020-10-27 01:57:00,3395.75,3396.75,3395.5,3396.0,180.0,3395.95,76.0,1.0,57.0,157.0,1.0,3443.098996573666,3384.169840937631,39.97126624182921,-0.5491154361297959,-0.5695635151941218,0.020448079064325997,0.020448079064325997,3396.9444444444443,3396.798076923077,3398.20625,3396.733483075744,3397.3909549264713,3397.176389609759,-0.11503369204251612,3398.2486903242657,3397.9759374303703,0.9642350032894912,3398.0,3395.5,269.0,0.6691449814126395,-0.6574718507272337,-0.2727528938953583,3397.945451254702,3396.745451252591,3395.54545125048,111.0,9.75
2020-10-27 01:58:00,3396.0,3396.75,3395.75,3396.5,65.0,3396.2,30.0,1.0,58.0,158.0,1.0,3443.054821341165,3384.119924654667,43.89396804681086,-0.5357094657315429,-0.5627927053016061,0.0270832395700632,0.0270832395700632,3396.777777777778,3396.7884615384614,3398.2025,3396.686786460595,3397.324958265251,3397.1148996452357,-0.0670269536340129,3398.180114233118,3397.9612514857895,0.9667896459116704,3398.0,3395.5,265.0,0.24528301886792453,-0.6381718046559399,-0.21886274732833044,3397.72224116846,3396.556050786552,3395.389860404644,111.25,9.75
2020-10-27 01:59:00,3396.75,3397.0,3396.25,3396.25,114.0,3396.525,51.0,1.0,59.0,159.0,1.0,3443.010646108664,3384.070008371704,42.401974711348146,-0.5390442813368281,-0.5580430205086505,0.018998739171822376,0.018998739171822376,3396.6388888888887,3396.7596153846152,3398.1975,3396.599429168476,3397.2453317270842,3397.0362724047595,0.046378437092926106,3398.104423478878,3397.9442241078214,0.9513046712036939,3398.0,3395.5,265.0,0.43018867924528303,-0.6459025586082134,-0.1601993710564784,3397.1571120558383,3396.4087805768904,3395.6604490979425,111.125,9.75
2020-10-27 02:00:00,3396.25,3397.5,3396.0,3397.5,129.0,3396.75,66.0,2.0,0.0,200.0,1.0,3442.9664708761625,3384.02009208874,51.31303584262105,-0.43579897411791535,-0.5335942112305034,0.09779523711258808,0.09779523711258808,3396.6388888888887,3396.846153846154,3398.19875,3396.779543334781,3397.2641960435967,3397.0784294588725,0.16210274967443183,3398.0807205973533,3397.939803967445,0.9904971946891443,3398.0,3395.5,265.0,0.4867924528301887,-0.48465270881570177,-0.14091662990813347,3397.5615756599723,3396.4480227864697,3395.334469912967,111.875,9.625
2020-10-27 02:01:00,3397.5,3397.5,3396.75,3397.5,84.0,3397.125,44.0,2.0,1.0,201.0,1.0,3442.922295643661,3383.9701758057763,51.313035842621055,-0.349942406079208,-0.4968638502002444,0.14692144412103636,0.14692144412103636,3396.8055555555557,3396.894230769231,3398.2,3396.923634667825,3397.2816630033303,3397.1167540535203,0.07968219973940904,3398.0579472405943,3397.9354278085652,0.9733188236399197,3398.0,3395.5,265.0,0.3169811320754717,-0.35802833550542346,-0.12251943202909388,3397.887978096285,3396.623067031629,3395.358155966973,111.875,9.625
2020-10-27 02:02:00,3397.25,3397.25,3397.0,3397.0,50.0,3397.025,28.0,2.0,2.0,202.0,1.0,3442.87812041116,3383.920259522813,47.87684917669191,-0.31857395640645336,-0.46120587144148617,0.1426319150350328,0.1426319150350328,3396.8055555555557,3396.951923076923,3398.1975,3396.93890773426,3397.2607990771576,3397.1061400486547,-0.036254240208563715,3398.016459113512,3397.9261200691767,0.9395103362370684,3398.0,3395.5,265.0,0.18867924528301888,-0.321891342897743,-0.09033904433545104,3397.813865245803,3396.7940613398696,3395.7742574339363,111.75,9.75
2020-10-27 02:03:00,3397.0,3397.25,3396.25,3396.5,137.0,3396.75,34.0,2.0,3.0,203.0,1.0,3442.8339451786587,3383.8703432398493,44.65639321178434,-0.33025310317134426,-0.4350153177874578,0.10476221461611351,0.10476221461611351,3396.6944444444443,3396.9615384615386,3398.19,3396.8511261874078,3397.2044435899606,3397.0510364078677,-0.07900339216689645,3397.9569901286686,3397.911929819732,0.9438310265058493,3398.0,3395.5,265.0,0.5169811320754717,-0.35331740255287514,-0.045060308936626825,3397.880569142807,3396.8607652368737,3395.8409613309404,111.25,9.75
2020-10-27 02:04:00,3396.5,3396.5,3396.25,3396.5,48.0,3396.5,21.0,2.0,4.0,204.0,1.0,3442.789769946158,3383.8204269568855,44.65639321178434,-0.33563986370563725,-0.41514022697109365,0.0795003632654564,0.0795003632654564,3396.6388888888887,3396.9615384615386,3398.18375,3396.780900949926,3397.1522625832968,3397.000942188971,-0.13820271373356263,3397.8998532608775,3397.8978807667995,0.8942716674697172,3398.0,3395.5,265.0,0.1811320754716981,-0.37136163337072503,-0.0019724940780179168,3397.7341199722973,3396.8396927829635,3395.9452655936298,111.125,9.75
2020-10-27 02:05:00,3396.5,3396.75,3395.5,3395.75,138.0,3396.05,49.0,2.0,5.0,205.0,1.0,3442.7455947136564,3383.770510673922,39.978223997300674,-0.39586436425315696,-0.4112850544275063,0.015420690174349327,0.015420690174349327,3396.6111111111113,3396.9134615384614,3398.1725,3396.5747207599406,3397.0483912808304,3396.887220171792,-0.18556217098671368,3397.8155452898627,3397.876508818871,0.9196808340790231,3398.0,3395.5,265.0,0.5207547169811321,-0.4736705208897547,0.060963529008404294,3397.8501471303134,3396.6839567516,3395.5177663728864,110.75,10.0
